Diagnostics/NewCompletedTrajs,Diagnostics/StepsInTrajWindow,Diagnostics/Iteration,Diagnostics/CumTime (s),Diagnostics/CumSteps,Diagnostics/CumCompletedTrajs,Diagnostics/CumUpdates,Diagnostics/StepsPerSecond,Diagnostics/UpdatesPerSecond,Diagnostics/ReplayRatio,Diagnostics/CumReplayRatio,Length/Average,Length/Std,Length/Median,Length/Min,Length/Max,Return/Average,Return/Std,Return/Median,Return/Min,Return/Max,NonzeroRewards/Average,NonzeroRewards/Std,NonzeroRewards/Median,NonzeroRewards/Min,NonzeroRewards/Max,DiscountedReturn/Average,DiscountedReturn/Std,DiscountedReturn/Median,DiscountedReturn/Min,DiscountedReturn/Max,loss/Average,loss/Std,loss/Median,loss/Min,loss/Max,grad_norm_model/Average,grad_norm_model/Std,grad_norm_model/Median,grad_norm_model/Min,grad_norm_model/Max,grad_norm_actor/Average,grad_norm_actor/Std,grad_norm_actor/Median,grad_norm_actor/Min,grad_norm_actor/Max,grad_norm_value/Average,grad_norm_value/Std,grad_norm_value/Median,grad_norm_value/Min,grad_norm_value/Max,model_loss/Average,model_loss/Std,model_loss/Median,model_loss/Min,model_loss/Max,actor_loss/Average,actor_loss/Std,actor_loss/Median,actor_loss/Min,actor_loss/Max,value_loss/Average,value_loss/Std,value_loss/Median,value_loss/Min,value_loss/Max,prior_entropy/Average,prior_entropy/Std,prior_entropy/Median,prior_entropy/Min,prior_entropy/Max,post_entropy/Average,post_entropy/Std,post_entropy/Median,post_entropy/Min,post_entropy/Max,divergence/Average,divergence/Std,divergence/Median,divergence/Min,divergence/Max,reward_loss/Average,reward_loss/Std,reward_loss/Median,reward_loss/Min,reward_loss/Max,image_loss/Average,image_loss/Std,image_loss/Median,image_loss/Min,image_loss/Max,pcont_loss/Average,pcont_loss/Std,pcont_loss/Median,pcont_loss/Min,pcont_loss/Max
2,1000,999,8.56858491897583,1000,2,0,116.70538478126282,0.0,0.0,0.0,500.0,0.0,500.0,500,500,295.33465570982816,14.832936112551977,295.33465570982816,280.5017195972762,310.16759182238013,500.0,0.0,500.0,500,500,85.69376930879328,0.4899224500606749,85.69376930879328,85.2038468587326,86.18369175885395,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,2000,1999,16.392534255981445,2000,4,0,127.8126885702356,0.0,0.0,0.0,500.0,0.0,500.0,500,500,307.6119017206123,16.688218902983326,312.0486144442268,280.5017195972762,325.84865839671954,500.0,0.0,500.0,500,500,86.91894260098658,8.444647418800642,85.69376930879328,76.33809976339116,99.95013202296862,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,3000,2999,24.094728708267212,3000,6,0,129.83312823311437,0.0,0.0,0.0,500.0,0.0,500.0,500,500,302.8595433232403,18.783985731215026,311.32692396212906,274.2233969551149,325.84865839671954,500.0,0.0,500.0,500,500,84.82804368840637,7.741518112212892,84.57868011833045,76.33809976339116,99.95013202296862,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,4000,3999,31.44294810295105,4000,8,0,136.0873901946181,0.0,0.0,0.0,500.0,0.0,500.0,500,500,295.43571030549356,27.160805605116128,309.2084464248145,238.07912147725742,325.84865839671954,500.0,0.0,500.0,500,500,84.25261978516914,11.354944322844458,84.57868011833045,64.30623879385794,100.74645735705695,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,5000,4999,38.98975896835327,5000,10,0,132.50630204400957,0.0,0.0,0.0,500.0,0.0,500.0,500,500,290.6031550019599,26.25131864828284,294.3755103122625,238.07912147725742,325.84865839671954,500.0,0.0,500.0,500,500,81.67868394316169,11.470094468018956,80.64624586324594,64.30623879385794,100.74645735705695,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,6000,5999,154.35754895210266,6000,12,0,8.66793062553126,0.0,0.0,0.0,500.0,0.0,500.0,500,500,271.4415168131375,49.10618322722292,278.5212113786449,172.84166137897205,325.84865839671954,500.0,0.0,500.0,500,500,76.8927636446508,14.985186106323495,76.83853905597735,51.4241731301883,100.74645735705695,2.163639467954636,0.939505389450375,2.276768207550049,0.2580242156982422,4.252066612243652,0.16527606558054686,0.18825654397423175,0.11791392415761948,0.02857220731675625,1.4453197717666626,0.02632034422364086,0.02546346263087073,0.015854586847126484,0.0008496716618537903,0.12794288992881775,6.4971469849348065,3.285817324249506,5.312126874923706,0.2950446903705597,14.929780006408691,1.0249956434965133,0.025113350849368474,1.023459553718567,0.9731122851371765,1.1939128637313843,-3.197641676068306,1.0282653873316678,-3.0676485300064087,-5.495580673217773,0.21532031893730164,4.336285493969918,0.9227262661463188,4.423305034637451,0.9113032817840576,6.226268768310547,36.04500633239746,0.03383332129371557,36.05147933959961,35.81650161743164,36.12007522583008,35.286046447753904,0.47254909607952683,35.3924446105957,33.6176872253418,35.94657516479492,3.052098400592804,0.44323690696949214,3.0,3.0,7.386226177215576,1.0249956434965133,0.025113350849368474,1.023459553718567,0.9731122851371765,1.1939128637313843,11631.575654296876,0.13835781275310402,11631.5712890625,11631.2109375,11631.90234375,0.0,0.0,0.0,0.0,0.0
2,7000,6999,276.648312330246,7000,14,0,8.177232461194427,0.0,0.0,0.0,500.0,0.0,500.0,500,500,253.68895030423886,62.927873695066296,275.38205005756424,143.37017299179772,325.84865839671954,500.0,0.0,500.0,500,500,72.30657184043949,17.89557921466272,75.4075640318743,41.46753133904604,100.74645735705695,-5.176277050971985,3.016439921649699,-4.858399868011475,-11.110027313232422,0.26369714736938477,0.11853465838357806,0.10352682757033481,0.09759731218218803,0.02422044612467289,0.9562523365020752,0.14891155858524144,0.1119163193177917,0.11369919031858444,0.012561775743961334,0.39831167459487915,10.370594515800477,1.7114766786648228,10.254957675933838,6.741858005523682,14.997308731079102,0.9390852987766266,0.008422822926954222,0.9364253282546997,0.9305281043052673,0.9784970283508301,-8.839411702156067,2.7607476841929963,-8.363484859466553,-14.481069564819336,-5.378079414367676,2.7240493369102476,0.4638759070066979,2.598988890647888,2.3908138275146484,4.706526279449463,36.02810649871826,0.020768715115077194,36.02395057678223,35.989845275878906,36.11148452758789,17.825180139541626,8.143928644149145,16.164511680603027,4.709943771362305,34.80534744262695,27.835624511241914,13.459537550025754,30.062214851379395,3.0,58.386474609375,0.9390852987766266,0.008422822926954222,0.9364253282546997,0.9305281043052673,0.9784970283508301,11631.387744140626,0.14114901924995224,11631.36181640625,11631.0380859375,11631.7451171875,0.0,0.0,0.0,0.0,0.0
2,8000,7999,399.55950260162354,8000,16,0,8.13595570746719,0.0,0.0,0.0,500.0,0.0,500.0,500,500,239.942343624175,69.19383583324054,270.1142806853761,142.94189279056906,325.84865839671954,500.0,0.0,500.0,500,500,68.52113597947347,19.507202874017562,71.38294057513184,41.46753133904604,100.74645735705695,-17.473495874404907,3.3752072444582297,-17.46127414703369,-23.67241096496582,-11.315290451049805,0.0858208872936666,0.05212618100052259,0.07138244807720184,0.016202013939619064,0.2915472090244293,0.006912977509200573,0.0032252943744042178,0.005884337704628706,0.0025778189301490784,0.018032053485512733,8.065415697097778,2.339997735442575,8.046016693115234,2.498217821121216,13.367748260498047,0.9304442048072815,0.001984089076201108,0.9302940666675568,0.9254846572875977,0.9362972378730774,-20.64802085876465,3.2893587933324984,-20.61816120147705,-26.76412582397461,-14.578545570373535,2.24408066034317,0.10551806144067907,2.23921275138855,2.0714704990386963,2.508592128753662,35.942878532409665,0.026910934003723918,35.939273834228516,35.88996887207031,36.01155090332031,-0.05305481493473053,4.620899641646232,-1.0622578859329224,-7.288235664367676,9.052176475524902,50.72141193389893,7.595823459998081,51.74471092224121,36.140403747558594,69.7296142578125,0.9304442048072815,0.001984089076201108,0.9302940666675568,0.9254846572875977,0.9362972378730774,11631.287001953126,0.14289141087970314,11631.3076171875,11630.890625,11631.611328125,0.0,0.0,0.0,0.0,0.0
2,9000,8999,529.6246647834778,9000,18,0,7.688453873619301,0.0,0.0,0.0,500.0,0.0,500.0,500,500,229.19096060819322,71.97603548423638,252.04214294644737,142.94189279056906,325.84865839671954,500.0,0.0,500.0,500,500,65.46320965701382,20.323933810492623,66.29754582188208,40.782788210462726,100.74645735705695,-27.216293983459472,1.0155829569140098,-27.60478115081787,-28.277372360229492,-23.892087936401367,0.06881350699812173,0.034422463352343356,0.06247404217720032,0.01831820234656334,0.18594077229499817,0.004651404189644381,0.001980406429666209,0.004245280986651778,0.0018554808339104056,0.013892124406993389,4.571355882287025,3.0435930605799992,3.9483866691589355,0.8723687529563904,16.773738861083984,0.9267987155914307,0.001554123306375302,0.9268144369125366,0.9235743880271912,0.9306975603103638,-30.22514114379883,0.9953388530298306,-30.541749000549316,-31.433467864990234,-26.916671752929688,2.082048373222351,0.14343326621387353,2.0988177061080933,1.7568563222885132,2.3311843872070312,35.98339172363281,0.03306042717009945,35.98672676086426,35.905784606933594,36.07548522949219,-10.416892619132996,2.6881408703158796,-10.356956481933594,-15.474005699157715,-5.154411792755127,59.10746402740479,7.6152304384530485,58.0501651763916,42.23236846923828,79.54255676269531,0.9267987155914307,0.001554123306375302,0.9268144369125366,0.9235743880271912,0.9306975603103638,11631.135048828124,0.16859045865131425,11631.103515625,11630.7216796875,11631.55859375,0.0,0.0,0.0,0.0,0.0
2,10000,9999,658.7023150920868,10000,20,0,7.747274587111876,0.0,0.0,0.0,500.0,0.0,500.0,500,500,225.82757779189916,69.05548044732943,220.1172057969943,142.94189279056906,325.84865839671954,500.0,0.0,500.0,500,500,63.501487676133856,20.16003050087172,59.4041949839312,40.782788210462726,100.74645735705695,-24.754388561248778,2.0803557491400375,-25.411372184753418,-27.353464126586914,-21.693262100219727,0.08108022060245275,0.0501327810882809,0.06983069330453873,0.019581442698836327,0.3386121988296509,0.023180555254220962,0.010281976188133753,0.021423550322651863,0.0025380481965839863,0.049694813787937164,5.633184524774552,3.5082719812007,4.652817964553833,1.1787517070770264,18.116016387939453,0.9259131371974945,0.0016318237803060957,0.9257533848285675,0.9231905937194824,0.9327651262283325,-27.44001989364624,2.2168997612405565,-28.1606388092041,-30.100921630859375,-24.21654510498047,1.7597181951999665,0.1680643165006474,1.783107876777649,1.5122182369232178,2.4212896823883057,36.00356731414795,0.0431603790501272,36.002159118652344,35.88218688964844,36.10045623779297,-13.896147727966309,2.33265061847613,-13.75239896774292,-18.745258331298828,-9.804486274719238,62.53321304321289,7.130358600422591,62.03787422180176,49.25154495239258,84.29550170898438,0.9259131371974945,0.0016318237803060957,0.9257533848285675,0.9231905937194824,0.9327651262283325,11631.08439453125,0.1453997068525505,11631.10595703125,11630.689453125,11631.4296875,0.0,0.0,0.0,0.0,0.0
